# Temperature : 500
mfp,kcumu,kspec
5.548320e+01,1.790854e+00,0.000000e+00
5.703943e+01,1.790854e+00,0.000000e+00
5.863932e+01,1.790854e+00,0.000000e+00
6.028408e+01,1.790854e+00,0.000000e+00
6.197497e+01,1.860528e+00,6.967444e-02
6.371328e+01,1.860528e+00,0.000000e+00
6.550036e+01,1.860528e+00,0.000000e+00
6.733756e+01,1.860528e+00,0.000000e+00
6.922629e+01,1.860528e+00,0.000000e+00
7.116800e+01,1.860528e+00,0.000000e+00
7.316417e+01,1.860528e+00,0.000000e+00
7.521633e+01,1.860528e+00,0.000000e+00
7.732606e+01,1.860528e+00,0.000000e+00
7.949495e+01,1.860528e+00,0.000000e+00
8.172468e+01,1.881515e+00,2.098666e-02
8.401696e+01,1.881515e+00,0.000000e+00
8.637353e+01,1.881515e+00,0.000000e+00
8.879619e+01,1.881515e+00,0.000000e+00
9.128681e+01,1.881515e+00,0.000000e+00
9.384729e+01,1.881515e+00,0.000000e+00
9.647958e+01,1.881515e+00,0.000000e+00
9.918571e+01,1.907008e+00,2.549342e-02
1.019677e+02,1.907008e+00,0.000000e+00
1.048278e+02,1.907008e+00,0.000000e+00
1.077681e+02,1.907008e+00,0.000000e+00
1.107909e+02,1.907008e+00,0.000000e+00
1.138984e+02,1.907008e+00,0.000000e+00
1.170931e+02,1.907008e+00,0.000000e+00
1.203774e+02,1.907008e+00,0.000000e+00
1.237538e+02,1.907008e+00,0.000000e+00
1.272250e+02,1.907008e+00,0.000000e+00
1.307935e+02,1.907008e+00,0.000000e+00
1.344621e+02,1.907008e+00,0.000000e+00
1.382336e+02,1.907008e+00,0.000000e+00
1.421108e+02,1.907008e+00,0.000000e+00
1.460969e+02,1.907008e+00,0.000000e+00
1.501947e+02,1.907008e+00,0.000000e+00
1.544074e+02,1.907008e+00,0.000000e+00
1.587384e+02,1.907008e+00,0.000000e+00
1.631908e+02,2.035974e+00,1.289658e-01
1.677681e+02,2.035974e+00,0.000000e+00
1.724738e+02,2.141502e+00,1.055279e-01
1.773114e+02,2.141502e+00,0.000000e+00
1.822848e+02,2.141502e+00,0.000000e+00
1.873976e+02,2.141502e+00,0.000000e+00
1.926539e+02,2.141502e+00,0.000000e+00
1.980576e+02,2.141502e+00,0.000000e+00
2.036129e+02,2.141502e+00,0.000000e+00
2.093239e+02,2.141502e+00,0.000000e+00
2.151952e+02,2.141502e+00,0.000000e+00
2.212312e+02,2.141502e+00,0.000000e+00
2.274364e+02,2.141502e+00,0.000000e+00
2.338157e+02,2.141502e+00,0.000000e+00
2.403739e+02,2.141502e+00,0.000000e+00
2.471161e+02,2.141502e+00,0.000000e+00
2.540474e+02,2.216147e+00,7.464495e-02
2.611731e+02,2.216147e+00,0.000000e+00
2.684987e+02,2.216147e+00,0.000000e+00
2.760297e+02,2.216147e+00,0.000000e+00
2.837720e+02,2.216147e+00,0.000000e+00
2.917314e+02,2.216147e+00,0.000000e+00
2.999141e+02,2.216147e+00,0.000000e+00
3.083263e+02,2.216147e+00,0.000000e+00
3.169745e+02,2.307705e+00,9.155830e-02
