# Temperature : 300
mfp,kcumu,kspec
1.773114e+02,3.554259e+00,0.000000e+00
1.822848e+02,3.554259e+00,0.000000e+00
1.873976e+02,3.554259e+00,0.000000e+00
1.926539e+02,3.554259e+00,0.000000e+00
1.980576e+02,3.554259e+00,0.000000e+00
2.036129e+02,3.554259e+00,0.000000e+00
2.093239e+02,3.554259e+00,0.000000e+00
2.151952e+02,3.554259e+00,0.000000e+00
2.212312e+02,3.554259e+00,0.000000e+00
2.274364e+02,3.554259e+00,0.000000e+00
2.338157e+02,3.554259e+00,0.000000e+00
2.403739e+02,3.554259e+00,0.000000e+00
2.471161e+02,3.554259e+00,0.000000e+00
2.540474e+02,3.680881e+00,1.266220e-01
2.611731e+02,3.680881e+00,0.000000e+00
2.684987e+02,3.680881e+00,0.000000e+00
2.760297e+02,3.680881e+00,0.000000e+00
2.837720e+02,3.680881e+00,0.000000e+00
2.917314e+02,3.680881e+00,0.000000e+00
2.999141e+02,3.680881e+00,0.000000e+00
3.083263e+02,3.680881e+00,0.000000e+00
3.169745e+02,3.836060e+00,1.551796e-01
