# Temperature : 500
frequency,kcumu,kspec
1.431666e+02,2.095645e+00,4.769811e-03
1.448509e+02,2.102923e+00,7.277944e-03
1.465353e+02,2.119352e+00,1.642851e-02
1.482196e+02,2.125279e+00,5.927212e-03
1.499039e+02,2.128413e+00,3.133963e-03
1.515882e+02,2.141315e+00,1.290256e-02
1.532725e+02,2.152608e+00,1.129305e-02
1.549568e+02,2.162792e+00,1.018339e-02
1.566411e+02,2.170254e+00,7.462730e-03
1.583255e+02,2.174120e+00,3.865116e-03
1.600098e+02,2.180219e+00,6.099445e-03
1.616941e+02,2.196765e+00,1.654559e-02
1.633784e+02,2.199287e+00,2.522484e-03
1.650627e+02,2.208329e+00,9.041826e-03
1.667470e+02,2.217551e+00,9.222019e-03
1.684313e+02,2.225081e+00,7.530074e-03
1.701156e+02,2.235316e+00,1.023502e-02
1.718000e+02,2.243691e+00,8.374897e-03
1.734843e+02,2.254963e+00,1.127241e-02
1.751686e+02,2.261272e+00,6.308562e-03
1.768529e+02,2.265943e+00,4.671104e-03
1.785372e+02,2.272169e+00,6.225953e-03
1.802215e+02,2.281718e+00,9.548546e-03
1.819058e+02,2.287028e+00,5.310716e-03
1.835902e+02,2.293814e+00,6.785898e-03
1.852745e+02,2.295446e+00,1.632280e-03
1.869588e+02,2.300304e+00,4.857112e-03
1.886431e+02,2.301613e+00,1.309653e-03
1.903274e+02,2.306492e+00,4.878808e-03
1.920117e+02,2.306865e+00,3.734489e-04
1.936960e+02,2.307155e+00,2.893488e-04
1.953803e+02,2.307705e+00,5.505071e-04
1.970647e+02,2.307705e+00,0.000000e+00
1.987490e+02,2.307705e+00,0.000000e+00
2.004333e+02,2.307705e+00,0.000000e+00
2.021176e+02,2.307705e+00,0.000000e+00
2.038019e+02,2.307705e+00,0.000000e+00
2.054862e+02,2.307705e+00,0.000000e+00
2.071705e+02,2.307705e+00,0.000000e+00
2.088549e+02,2.307705e+00,0.000000e+00
2.105392e+02,2.307705e+00,0.000000e+00
2.122235e+02,2.307705e+00,0.000000e+00
2.139078e+02,2.307705e+00,0.000000e+00
2.155921e+02,2.307705e+00,0.000000e+00
2.172764e+02,2.307705e+00,0.000000e+00
2.189607e+02,2.307705e+00,0.000000e+00
2.206450e+02,2.307705e+00,0.000000e+00
2.223294e+02,2.307705e+00,0.000000e+00
2.240137e+02,2.307705e+00,0.000000e+00
2.256980e+02,2.307705e+00,0.000000e+00
2.273823e+02,2.307705e+00,0.000000e+00
2.290666e+02,2.307705e+00,0.000000e+00
2.307509e+02,2.307705e+00,0.000000e+00
2.324352e+02,2.307705e+00,0.000000e+00
2.341196e+02,2.307705e+00,0.000000e+00
2.358039e+02,2.307705e+00,0.000000e+00
2.374882e+02,2.307705e+00,0.000000e+00
2.391725e+02,2.307705e+00,0.000000e+00
2.408568e+02,2.307705e+00,0.000000e+00
2.425411e+02,2.307705e+00,0.000000e+00
2.442254e+02,2.307705e+00,0.000000e+00
2.459097e+02,2.307705e+00,0.000000e+00
2.475941e+02,2.307705e+00,0.000000e+00
2.492784e+02,2.307705e+00,0.000000e+00
2.509627e+02,2.307705e+00,0.000000e+00
2.526470e+02,2.307705e+00,0.000000e+00
