# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kave[W/mK],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK]
7.5000000e+02,3.9998234e+01,1.1323780e+00,1.1323591e+00,-2.3449491e-04,-1.8475146e-04,-2.3449491e-04,1.1323399e+00,-1.7816099e-04,-1.8475146e-04,-1.7816099e-04,1.1324350e+00
7.5000000e+02,4.9417134e+01,1.1702158e+00,1.1701965e+00,-2.3914032e-04,-1.8876707e-04,-2.3914032e-04,1.1701774e+00,-1.8180658e-04,-1.8876707e-04,-1.8180658e-04,1.1702734e+00
7.5000000e+02,6.1054023e+01,1.2057998e+00,1.2057801e+00,-2.4308792e-04,-1.9218733e-04,-2.4308792e-04,1.2057613e+00,-1.8491362e-04,-1.9218733e-04,-1.8491362e-04,1.2058579e+00
7.5000000e+02,7.5431201e+01,1.2392865e+00,1.2392665e+00,-2.4641586e-04,-1.9507629e-04,-2.4641586e-04,1.2392478e+00,-1.8753953e-04,-1.9507629e-04,-1.8753953e-04,1.2393451e+00
7.5000000e+02,9.3193958e+01,1.2707952e+00,1.2707750e+00,-2.4920223e-04,-1.9749903e-04,-2.4920223e-04,1.2707564e+00,-1.8974282e-04,-1.9749903e-04,-1.8974282e-04,1.2708542e+00
7.5000000e+02,1.1513954e+02,1.3003974e+00,1.3003771e+00,-2.5152159e-04,-1.9951843e-04,-2.5152159e-04,1.3003585e+00,-1.9158015e-04,-1.9951843e-04,-1.9158015e-04,1.3004567e+00
7.5000000e+02,1.4225293e+02,1.3281165e+00,1.3280959e+00,-2.5344276e-04,-2.0119298e-04,-2.5344276e-04,1.3280775e+00,-1.9310433e-04,-2.0119298e-04,-1.9310433e-04,1.3281760e+00
7.5000000e+02,1.7575106e+02,1.3539362e+00,1.3539155e+00,-2.5502755e-04,-2.0257560e-04,-2.5502755e-04,1.3538971e+00,-1.9436323e-04,-2.0257560e-04,-1.9436323e-04,1.3539959e+00
7.5000000e+02,2.1713743e+02,1.3778166e+00,1.3777958e+00,-2.5633040e-04,-2.0371310e-04,-2.5633040e-04,1.3777775e+00,-1.9539923e-04,-2.0371310e-04,-1.9539923e-04,1.3778765e+00
7.5000000e+02,2.6826958e+02,1.3997127e+00,1.3996919e+00,-2.5739842e-04,-2.0464615e-04,-2.5739842e-04,1.3996736e+00,-1.9624923e-04,-2.0464615e-04,-1.9624923e-04,1.3997728e+00
7.5000000e+02,3.3144247e+02,1.4195926e+00,1.4195716e+00,-2.5827190e-04,-2.0540962e-04,-2.5827190e-04,1.4195534e+00,-1.9694489e-04,-2.0540962e-04,-1.9694489e-04,1.4196527e+00
7.5000000e+02,4.0949151e+02,1.4374515e+00,1.4374305e+00,-2.5898490e-04,-2.0603309e-04,-2.5898490e-04,1.4374123e+00,-1.9751306e-04,-2.0603309e-04,-1.9751306e-04,1.4375118e+00
7.5000000e+02,5.0591975e+02,1.4533210e+00,1.4532999e+00,-2.5956600e-04,-2.0654138e-04,-2.5956600e-04,1.4532817e+00,-1.9797634e-04,-2.0654138e-04,-1.9797634e-04,1.4533813e+00
7.5000000e+02,6.2505519e+02,1.4672710e+00,1.4672499e+00,-2.6003897e-04,-2.0695521e-04,-2.6003897e-04,1.4672317e+00,-1.9835357e-04,-2.0695521e-04,-1.9835357e-04,1.4673314e+00
7.5000000e+02,7.7224499e+02,1.4794066e+00,1.4793854e+00,-2.6042355e-04,-2.0729177e-04,-2.6042355e-04,1.4793673e+00,-1.9866038e-04,-2.0729177e-04,-1.9866038e-04,1.4794670e+00
7.5000000e+02,9.5409548e+02,1.4898613e+00,1.4898401e+00,-2.6073597e-04,-2.0756524e-04,-2.6073597e-04,1.4898219e+00,-1.9890970e-04,-2.0756524e-04,-1.9890970e-04,1.4899217e+00
7.5000000e+02,1.1787686e+03,1.4987875e+00,1.4987663e+00,-2.6098961e-04,-2.0778728e-04,-2.6098961e-04,1.4987482e+00,-1.9911215e-04,-2.0778728e-04,-1.9911215e-04,1.4988480e+00
7.5000000e+02,1.4563485e+03,1.5063476e+00,1.5063264e+00,-2.6119540e-04,-2.0796746e-04,-2.6119540e-04,1.5063083e+00,-1.9927643e-04,-2.0796746e-04,-1.9927643e-04,1.5064081e+00
7.5000000e+02,1.7992936e+03,1.5127052e+00,1.5126839e+00,-2.6136230e-04,-2.0811359e-04,-2.6136230e-04,1.5126658e+00,-1.9940968e-04,-2.0811359e-04,-1.9940968e-04,1.5127657e+00
7.5000000e+02,2.2229965e+03,1.5180183e+00,1.5179971e+00,-2.6149760e-04,-2.0823208e-04,-2.6149760e-04,1.5179790e+00,-1.9951772e-04,-2.0823208e-04,-1.9951772e-04,1.5180789e+00
7.5000000e+02,2.7464741e+03,1.5224350e+00,1.5224137e+00,-2.6160726e-04,-2.0832810e-04,-2.6160726e-04,1.5223956e+00,-1.9960529e-04,-2.0832810e-04,-1.9960529e-04,1.5224956e+00
7.5000000e+02,3.3932218e+03,1.5260896e+00,1.5260684e+00,-2.6169611e-04,-2.0840592e-04,-2.6169611e-04,1.5260502e+00,-1.9967625e-04,-2.0840592e-04,-1.9967625e-04,1.5261502e+00
7.5000000e+02,4.1922674e+03,1.5291021e+00,1.5290808e+00,-2.6176808e-04,-2.0846895e-04,-2.6176808e-04,1.5290627e+00,-1.9973373e-04,-2.0846895e-04,-1.9973373e-04,1.5291627e+00
7.5000000e+02,5.1794747e+03,1.5315772e+00,1.5315559e+00,-2.6182638e-04,-2.0852001e-04,-2.6182638e-04,1.5315378e+00,-1.9978030e-04,-2.0852001e-04,-1.9978030e-04,1.5316378e+00
7.5000000e+02,6.3991523e+03,1.5336053e+00,1.5335841e+00,-2.6187359e-04,-2.0856136e-04,-2.6187359e-04,1.5335660e+00,-1.9981801e-04,-2.0856136e-04,-1.9981801e-04,1.5336660e+00
7.5000000e+02,7.9060432e+03,1.5352635e+00,1.5352422e+00,-2.6191182e-04,-2.0859485e-04,-2.6191182e-04,1.5352241e+00,-1.9984854e-04,-2.0859485e-04,-1.9984854e-04,1.5353241e+00
7.5000000e+02,9.7677811e+03,1.5366167e+00,1.5365954e+00,-2.6194277e-04,-2.0862196e-04,-2.6194277e-04,1.5365773e+00,-1.9987327e-04,-2.0862196e-04,-1.9987327e-04,1.5366773e+00
7.5000000e+02,1.2067926e+04,1.5377193e+00,1.5376980e+00,-2.6196784e-04,-2.0864392e-04,-2.6196784e-04,1.5376799e+00,-1.9989329e-04,-2.0864392e-04,-1.9989329e-04,1.5377800e+00
7.5000000e+02,1.4909717e+04,1.5386167e+00,1.5385954e+00,-2.6198813e-04,-2.0866169e-04,-2.6198813e-04,1.5385773e+00,-1.9990950e-04,-2.0866169e-04,-1.9990950e-04,1.5386773e+00
7.5000000e+02,1.8420700e+04,1.5393462e+00,1.5393249e+00,-2.6200455e-04,-2.0867608e-04,-2.6200455e-04,1.5393068e+00,-1.9992262e-04,-2.0867608e-04,-1.9992262e-04,1.5394068e+00
7.5000000e+02,2.2758459e+04,1.5399388e+00,1.5399175e+00,-2.6201785e-04,-2.0868772e-04,-2.6201785e-04,1.5398994e+00,-1.9993324e-04,-2.0868772e-04,-1.9993324e-04,1.5399995e+00
7.5000000e+02,2.8117687e+04,1.5404199e+00,1.5403986e+00,-2.6202861e-04,-2.0869715e-04,-2.6202861e-04,1.5403805e+00,-1.9994184e-04,-2.0869715e-04,-1.9994184e-04,1.5404805e+00
7.5000000e+02,3.4738921e+04,1.5408102e+00,1.5407889e+00,-2.6203733e-04,-2.0870479e-04,-2.6203733e-04,1.5407708e+00,-1.9994880e-04,-2.0870479e-04,-1.9994880e-04,1.5408708e+00
7.5000000e+02,4.2919343e+04,1.5411267e+00,1.5411054e+00,-2.6204438e-04,-2.0871096e-04,-2.6204438e-04,1.5410873e+00,-1.9995444e-04,-2.0871096e-04,-1.9995444e-04,1.5411874e+00
7.5000000e+02,5.3026113e+04,1.5413833e+00,1.5413620e+00,-2.6205009e-04,-2.0871596e-04,-2.6205009e-04,1.5413439e+00,-1.9995900e-04,-2.0871596e-04,-1.9995900e-04,1.5414440e+00
7.5000000e+02,6.5512856e+04,1.5415912e+00,1.5415700e+00,-2.6205471e-04,-2.0872001e-04,-2.6205471e-04,1.5415519e+00,-1.9996269e-04,-2.0872001e-04,-1.9996269e-04,1.5416519e+00
7.5000000e+02,8.0940012e+04,1.5417597e+00,1.5417384e+00,-2.6205845e-04,-2.0872329e-04,-2.6205845e-04,1.5417204e+00,-1.9996568e-04,-2.0872329e-04,-1.9996568e-04,1.5418204e+00
7.5000000e+02,1.0000000e+05,1.5418962e+00,1.5418749e+00,-2.6206148e-04,-2.0872594e-04,-2.6206148e-04,1.5418568e+00,-1.9996810e-04,-2.0872594e-04,-1.9996810e-04,1.5419569e+00
8.0000000e+02,3.1622777e+00,4.9192096e-01,4.9191267e-01,-1.1569425e-04,-8.6120093e-05,-1.1569425e-04,4.9189236e-01,-8.7520529e-05,-8.6120093e-05,-8.7520529e-05,4.9195787e-01
8.0000000e+02,3.9069399e+00,5.4553609e-01,5.4552682e-01,-1.2704386e-04,-9.5306623e-05,-1.2704386e-04,5.4550642e-01,-9.6071440e-05,-9.5306623e-05,-9.6071440e-05,5.4557503e-01
8.0000000e+02,4.8269574e+00,6.0009035e-01,6.0008008e-01,-1.3837814e-04,-1.0456190e-04,-1.3837814e-04,6.0005972e-01,-1.0461657e-04,-1.0456190e-04,-1.0461657e-04,6.0013125e-01
8.0000000e+02,5.9636233e+00,6.5486648e-01,6.5485520e-01,-1.4952635e-04,-1.1373941e-04,-1.4952635e-04,6.5483498e-01,-1.1303509e-04,-1.1373941e-04,-1.1303509e-04,6.5490925e-01
8.0000000e+02,7.3679546e+00,7.0916539e-01,7.0915313e-01,-1.6032250e-04,-1.2269374e-04,-1.6032250e-04,7.0913313e-01,-1.2120870e-04,-1.2269374e-04,-1.2120870e-04,7.0920992e-01
8.0000000e+02,9.1029818e+00,7.6234696e-01,7.6233375e-01,-1.7061418e-04,-1.3128850e-04,-1.7061418e-04,7.6231400e-01,-1.2902688e-04,-1.3128850e-04,-1.2902688e-04,7.6239313e-01
8.0000000e+02,1.1246578e+01,8.1386570e-01,8.1385160e-01,-1.8027097e-04,-1.3940390e-04,-1.8027097e-04,8.1383214e-01,-1.3639241e-04,-1.3940390e-04,-1.3639241e-04,8.1391337e-01
8.0000000e+02,1.3894955e+01,8.6329700e-01,8.6328207e-01,-1.8919138e-04,-1.4694342e-04,-1.8919138e-04,8.6326290e-01,-1.4322651e-04,-1.4694342e-04,-1.4322651e-04,8.6334603e-01
8.0000000e+02,1.7166979e+01,9.1035056e-01,9.1033488e-01,-1.9730716e-04,-1.5383823e-04,-1.9730716e-04,9.1031600e-01,-1.4947283e-04,-1.5383823e-04,-1.4947283e-04,9.1040080e-01
8.0000000e+02,2.1209509e+01,9.5486985e-01,9.5485351e-01,-2.0458445e-04,-1.6004908e-04,-2.0458445e-04,9.5483489e-01,-1.5509936e-04,-1.6004908e-04,-1.5509936e-04,9.5492116e-01
8.0000000e+02,2.6203985e+01,9.9681838e-01,9.9680145e-01,-2.1102172e-04,-1.6556521e-04,-2.1102172e-04,9.9678308e-01,-1.6009807e-04,-1.6556521e-04,-1.6009807e-04,9.9687062e-01
8.0000000e+02,3.2374575e+01,1.0362556e+00,1.0362381e+00,-2.1664515e-04,-1.7040088e-04,-2.1664515e-04,1.0362200e+00,-1.6448237e-04,-1.7040088e-04,-1.6448237e-04,1.0363086e+00
8.0000000e+02,3.9998234e+01,1.0733062e+00,1.0732883e+00,-2.2150240e-04,-1.7459035e-04,-2.2150240e-04,1.0732704e+00,-1.6828306e-04,-1.7459035e-04,-1.6828306e-04,1.0733599e+00
8.0000000e+02,4.9417134e+01,1.1081280e+00,1.1081098e+00,-2.2565589e-04,-1.7818204e-04,-2.2565589e-04,1.1080920e+00,-1.7154349e-04,-1.7818204e-04,-1.7154349e-04,1.1081823e+00
8.0000000e+02,6.1054023e+01,1.1408811e+00,1.1408625e+00,-2.2917642e-04,-1.8123303e-04,-2.2917642e-04,1.1408449e+00,-1.7431475e-04,-1.8123303e-04,-1.7431475e-04,1.1409358e+00
8.0000000e+02,7.5431201e+01,1.1717033e+00,1.1716845e+00,-2.3213775e-04,-1.8380409e-04,-2.3213775e-04,1.1716669e+00,-1.7665141e-04,-1.8380409e-04,-1.7665141e-04,1.1717585e+00
8.0000000e+02,9.3193958e+01,1.2006937e+00,1.2006747e+00,-2.3461248e-04,-1.8595598e-04,-2.3461248e-04,1.2006573e+00,-1.7860807e-04,-1.8595598e-04,-1.7860807e-04,1.2007492e+00
8.0000000e+02,1.1513954e+02,1.2279055e+00,1.2278863e+00,-2.3666916e-04,-1.8774660e-04,-2.3666916e-04,1.2278689e+00,-1.8023696e-04,-1.8774660e-04,-1.8023696e-04,1.2279613e+00
8.0000000e+02,1.4225293e+02,1.2533483e+00,1.2533289e+00,-2.3837046e-04,-1.8922936e-04,-2.3837046e-04,1.2533117e+00,-1.8158631e-04,-1.8922936e-04,-1.8158631e-04,1.2534043e+00
8.0000000e+02,1.7575106e+02,1.2769988e+00,1.2769794e+00,-2.3977231e-04,-1.9045220e-04,-2.3977231e-04,1.2769621e+00,-1.8269947e-04,-1.9045220e-04,-1.8269947e-04,1.2770550e+00
8.0000000e+02,2.1713743e+02,1.2988167e+00,1.2987971e+00,-2.4092369e-04,-1.9145726e-04,-2.4092369e-04,1.2987799e+00,-1.8361463e-04,-1.9145726e-04,-1.8361463e-04,1.2988730e+00
8.0000000e+02,2.6826958e+02,1.3187621e+00,1.3187425e+00,-2.4186682e-04,-1.9228101e-04,-2.4186682e-04,1.3187253e+00,-1.8436487e-04,-1.9228101e-04,-1.8436487e-04,1.3188186e+00
8.0000000e+02,3.3144247e+02,1.3368121e+00,1.3367924e+00,-2.4263768e-04,-1.9295461e-04,-2.4263768e-04,1.3367753e+00,-1.8497848e-04,-1.9295461e-04,-1.8497848e-04,1.3368687e+00
8.0000000e+02,4.0949151e+02,1.3529726e+00,1.3529528e+00,-2.4326659e-04,-1.9350438e-04,-2.4326659e-04,1.3529357e+00,-1.8547936e-04,-1.9350438e-04,-1.8547936e-04,1.3530292e+00
8.0000000e+02,5.0591975e+02,1.3672842e+00,1.3672644e+00,-2.4377893e-04,-1.9395239e-04,-2.4377893e-04,1.3672473e+00,-1.8588758e-04,-1.9395239e-04,-1.8588758e-04,1.3673409e+00
8.0000000e+02,6.2505519e+02,1.3798235e+00,1.3798037e+00,-2.4419580e-04,-1.9431702e-04,-2.4419580e-04,1.3797866e+00,-1.8621986e-04,-1.9431702e-04,-1.8621986e-04,1.3798803e+00
8.0000000e+02,7.7224499e+02,1.3906981e+00,1.3906782e+00,-2.4453466e-04,-1.9461347e-04,-2.4453466e-04,1.3906612e+00,-1.8649003e-04,-1.9461347e-04,-1.8649003e-04,1.3907549e+00
8.0000000e+02,9.5409548e+02,1.4000396e+00,1.4000197e+00,-2.4480989e-04,-1.9485429e-04,-2.4480989e-04,1.4000027e+00,-1.8670952e-04,-1.9485429e-04,-1.8670952e-04,1.4000965e+00
8.0000000e+02,1.1787686e+03,1.4079948e+00,1.4079749e+00,-2.4503328e-04,-1.9504978e-04,-2.4503328e-04,1.4079579e+00,-1.8688770e-04,-1.9504978e-04,-1.8688770e-04,1.4080517e+00
8.0000000e+02,1.4563485e+03,1.4147170e+00,1.4146971e+00,-2.4521451e-04,-1.9520839e-04,-2.4521451e-04,1.4146800e+00,-1.8703228e-04,-1.9520839e-04,-1.8703228e-04,1.4147739e+00
8.0000000e+02,1.7992936e+03,1.4203585e+00,1.4203386e+00,-2.4536147e-04,-1.9533702e-04,-2.4536147e-04,1.4203215e+00,-1.8714953e-04,-1.9533702e-04,-1.8714953e-04,1.4204154e+00
8.0000000e+02,2.2229965e+03,1.4250651e+00,1.4250451e+00,-2.4548059e-04,-1.9544130e-04,-2.4548059e-04,1.4250281e+00,-1.8724459e-04,-1.9544130e-04,-1.8724459e-04,1.4251220e+00
8.0000000e+02,2.7464741e+03,1.4289716e+00,1.4289516e+00,-2.4557713e-04,-1.9552581e-04,-2.4557713e-04,1.4289346e+00,-1.8732163e-04,-1.9552581e-04,-1.8732163e-04,1.4290285e+00
8.0000000e+02,3.3932218e+03,1.4322000e+00,1.4321800e+00,-2.4565534e-04,-1.9559428e-04,-2.4565534e-04,1.4321631e+00,-1.8738405e-04,-1.9559428e-04,-1.8738405e-04,1.4322570e+00
8.0000000e+02,4.1922674e+03,1.4348584e+00,1.4348384e+00,-2.4571870e-04,-1.9564975e-04,-2.4571870e-04,1.4348214e+00,-1.8743461e-04,-1.9564975e-04,-1.8743461e-04,1.4349154e+00
8.0000000e+02,5.1794747e+03,1.4370406e+00,1.4370206e+00,-2.4577001e-04,-1.9569467e-04,-2.4577001e-04,1.4370036e+00,-1.8747557e-04,-1.9569467e-04,-1.8747557e-04,1.4370976e+00
8.0000000e+02,6.3991523e+03,1.4388274e+00,1.4388074e+00,-2.4581157e-04,-1.9573106e-04,-2.4581157e-04,1.4387904e+00,-1.8750874e-04,-1.9573106e-04,-1.8750874e-04,1.4388844e+00
8.0000000e+02,7.9060432e+03,1.4402874e+00,1.4402674e+00,-2.4584522e-04,-1.9576052e-04,-2.4584522e-04,1.4402504e+00,-1.8753560e-04,-1.9576052e-04,-1.8753560e-04,1.4403444e+00
8.0000000e+02,9.7677811e+03,1.4414783e+00,1.4414583e+00,-2.4587246e-04,-1.9578437e-04,-2.4587246e-04,1.4414413e+00,-1.8755734e-04,-1.9578437e-04,-1.8755734e-04,1.4415353e+00
8.0000000e+02,1.2067926e+04,1.4424482e+00,1.4424282e+00,-2.4589452e-04,-1.9580368e-04,-2.4589452e-04,1.4424112e+00,-1.8757495e-04,-1.9580368e-04,-1.8757495e-04,1.4425052e+00
8.0000000e+02,1.4909717e+04,1.4432373e+00,1.4432173e+00,-2.4591238e-04,-1.9581932e-04,-2.4591238e-04,1.4432004e+00,-1.8758920e-04,-1.9581932e-04,-1.8758920e-04,1.4432943e+00
8.0000000e+02,1.8420700e+04,1.4438787e+00,1.4438587e+00,-2.4592684e-04,-1.9583198e-04,-2.4592684e-04,1.4438417e+00,-1.8760075e-04,-1.9583198e-04,-1.8760075e-04,1.4439357e+00
8.0000000e+02,2.2758459e+04,1.4443996e+00,1.4443796e+00,-2.4593854e-04,-1.9584223e-04,-2.4593854e-04,1.4443626e+00,-1.8761009e-04,-1.9584223e-04,-1.8761009e-04,1.4444566e+00
8.0000000e+02,2.8117687e+04,1.4448224e+00,1.4448023e+00,-2.4594801e-04,-1.9585052e-04,-2.4594801e-04,1.4447854e+00,-1.8761765e-04,-1.9585052e-04,-1.8761765e-04,1.4448794e+00
8.0000000e+02,3.4738921e+04,1.4451653e+00,1.4451453e+00,-2.4595568e-04,-1.9585724e-04,-2.4595568e-04,1.4451283e+00,-1.8762377e-04,-1.9585724e-04,-1.8762377e-04,1.4452223e+00
8.0000000e+02,4.2919343e+04,1.4454434e+00,1.4454234e+00,-2.4596189e-04,-1.9586267e-04,-2.4596189e-04,1.4454064e+00,-1.8762873e-04,-1.9586267e-04,-1.8762873e-04,1.4455004e+00
8.0000000e+02,5.3026113e+04,1.4456688e+00,1.4456488e+00,-2.4596691e-04,-1.9586707e-04,-2.4596691e-04,1.4456318e+00,-1.8763274e-04,-1.9586707e-04,-1.8763274e-04,1.4457258e+00
8.0000000e+02,6.5512856e+04,1.4458514e+00,1.4458314e+00,-2.4597098e-04,-1.9587063e-04,-2.4597098e-04,1.4458144e+00,-1.8763598e-04,-1.9587063e-04,-1.8763598e-04,1.4459084e+00
8.0000000e+02,8.0940012e+04,1.4459994e+00,1.4459794e+00,-2.4597427e-04,-1.9587351e-04,-2.4597427e-04,1.4459624e+00,-1.8763861e-04,-1.9587351e-04,-1.8763861e-04,1.4460564e+00
8.0000000e+02,1.0000000e+05,1.4461193e+00,1.4460993e+00,-2.4597694e-04,-1.9587585e-04,-2.4597694e-04,1.4460823e+00,-1.8764074e-04,-1.9587585e-04,-1.8764074e-04,1.4461763e+00
8.5000000e+02,3.1622777e+00,4.7757315e-01,4.7756507e-01,-1.1204052e-04,-8.3583856e-05,-1.1204052e-04,4.7754589e-01,-8.4742154e-05,-8.3583856e-05,-8.4742154e-05,4.7760849e-01
8.5000000e+02,3.9069399e+00,5.2838489e-01,5.2837589e-01,-1.2274663e-04,-9.2270492e-05,-1.2274663e-04,5.2835665e-01,-9.2807285e-05,-9.2270492e-05,-9.2807285e-05,5.2842213e-01
8.5000000e+02,4.8269574e+00,5.7988827e-01,5.7987832e-01,-1.3339252e-04,-1.0098274e-04,-1.3339252e-04,5.7985916e-01,-1.0083425e-04,-1.0098274e-04,-1.0083425e-04,5.7992734e-01
8.5000000e+02,5.9636233e+00,6.3140865e-01,6.3139775e-01,-1.4381770e-04,-1.0958208e-04,-1.4381770e-04,6.3137874e-01,-1.0870940e-04,-1.0958208e-04,-1.0870940e-04,6.3144945e-01
8.5000000e+02,7.3679546e+00,6.8229963e-01,6.8228781e-01,-1.5386850e-04,-1.1793317e-04,-1.5386850e-04,6.8226902e-01,-1.1632286e-04,-1.1793317e-04,-1.1632286e-04,6.8234207e-01
8.5000000e+02,9.1029818e+00,7.3198063e-01,7.3196792e-01,-1.6340642e-04,-1.2591125e-04,-1.6340642e-04,7.3194939e-01,-1.2357356e-04,-1.2591125e-04,-1.2357356e-04,7.3202457e-01
8.5000000e+02,1.1246578e+01,7.7996827e-01,7.7995473e-01,-1.7231574e-04,-1.3340918e-04,-1.7231574e-04,7.7993647e-01,-1.3037445e-04,-1.3340918e-04,-1.3037445e-04,7.8001359e-01
8.5000000e+02,1.3894955e+01,8.2589793e-01,8.2588363e-01,-1.8050945e-04,-1.4034314e-04,-1.8050945e-04,8.2586565e-01,-1.3665711e-04,-1.4034314e-04,-1.3665711e-04,8.2594450e-01
8.5000000e+02,1.7166979e+01,8.6953269e-01,8.6951771e-01,-1.8793253e-04,-1.4665624e-04,-1.8793253e-04,8.6949999e-01,-1.4237498e-04,-1.4665624e-04,-1.4237498e-04,8.6958036e-01
8.5000000e+02,2.1209509e+01,9.1075911e-01,9.1074353e-01,-1.9456209e-04,-1.5231939e-04,-1.9456209e-04,9.1072605e-01,-1.4750455e-04,-1.5231939e-04,-1.4750455e-04,9.1080775e-01
8.5000000e+02,2.6203985e+01,9.4957116e-01,9.4955505e-01,-2.0040470e-04,-1.5732966e-04,-2.0040470e-04,9.4953780e-01,-1.5204440e-04,-1.5732966e-04,-1.5204440e-04,9.4962065e-01
8.5000000e+02,3.2374575e+01,9.8604542e-01,9.8602884e-01,-2.0549147e-04,-1.6170644e-04,-2.0549147e-04,9.8601179e-01,-1.5601235e-04,-1.6170644e-04,-1.5601235e-04,9.8609562e-01
8.5000000e+02,3.9998234e+01,1.0203113e+00,1.0202943e+00,-2.0987195e-04,-1.6548639e-04,-2.0987195e-04,1.0202774e+00,-1.5944129e-04,-1.6548639e-04,-1.5944129e-04,1.0203621e+00
8.5000000e+02,4.9417134e+01,1.0525207e+00,1.0525034e+00,-2.1360781e-04,-1.6871800e-04,-2.1360781e-04,1.0524867e+00,-1.6237462e-04,-1.6871800e-04,-1.6237462e-04,1.0525720e+00
8.5000000e+02,6.1054023e+01,1.0828205e+00,1.0828030e+00,-2.1676703e-04,-1.7145647e-04,-2.1676703e-04,1.0827863e+00,-1.6486178e-04,-1.7145647e-04,-1.6486178e-04,1.0828723e+00
8.5000000e+02,7.5431201e+01,1.1113315e+00,1.1113137e+00,-2.1941918e-04,-1.7375939e-04,-2.1941918e-04,1.1112972e+00,-1.6695449e-04,-1.7375939e-04,-1.6695449e-04,1.1113836e+00
8.5000000e+02,9.3193958e+01,1.1381349e+00,1.1381169e+00,-2.2163180e-04,-1.7568343e-04,-2.2163180e-04,1.1381005e+00,-1.6870374e-04,-1.7568343e-04,-1.6870374e-04,1.1381874e+00
8.5000000e+02,1.1513954e+02,1.1632688e+00,1.1632506e+00,-2.2346801e-04,-1.7728207e-04,-2.2346801e-04,1.1632343e+00,-1.7015776e-04,-1.7728207e-04,-1.7015776e-04,1.1633214e+00
8.5000000e+02,1.4225293e+02,1.1867322e+00,1.1867140e+00,-2.2498513e-04,-1.7860420e-04,-2.2498513e-04,1.1866977e+00,-1.7136072e-04,-1.7860420e-04,-1.7136072e-04,1.1867851e+00
8.5000000e+02,1.7575106e+02,1.2084975e+00,1.2084791e+00,-2.2623398e-04,-1.7969343e-04,-2.2623398e-04,1.2084628e+00,-1.7235207e-04,-1.7969343e-04,-1.7235207e-04,1.2085505e+00
8.5000000e+02,2.1713743e+02,1.2285252e+00,1.2285067e+00,-2.2725886e-04,-1.8058790e-04,-2.2725886e-04,1.2284905e+00,-1.7316637e-04,-1.8058790e-04,-1.7316637e-04,1.2285784e+00
8.5000000e+02,2.6826958e+02,1.2467815e+00,1.2467630e+00,-2.2809780e-04,-1.8132050e-04,-2.2809780e-04,1.2467468e+00,-1.7383344e-04,-1.8132050e-04,-1.7383344e-04,1.2468348e+00
8.5000000e+02,3.3144247e+02,1.2632519e+00,1.2632333e+00,-2.2878311e-04,-1.8191921e-04,-2.2878311e-04,1.2632172e+00,-1.7437870e-04,-1.8191921e-04,-1.7437870e-04,1.2633053e+00
8.5000000e+02,4.0949151e+02,1.2779513e+00,1.2779326e+00,-2.2934197e-04,-1.8240762e-04,-2.2934197e-04,1.2779165e+00,-1.7482357e-04,-1.8240762e-04,-1.7482357e-04,1.2780047e+00
8.5000000e+02,5.0591975e+02,1.2909280e+00,1.2909093e+00,-2.2979708e-04,-1.8280548e-04,-2.2979708e-04,1.2908932e+00,-1.7518600e-04,-1.8280548e-04,-1.7518600e-04,1.2909815e+00
8.5000000e+02,6.2505519e+02,1.3022632e+00,1.3022445e+00,-2.3016727e-04,-1.8312918e-04,-2.3016727e-04,1.3022284e+00,-1.7548090e-04,-1.8312918e-04,-1.7548090e-04,1.3023168e+00
8.5000000e+02,7.7224499e+02,1.3120656e+00,1.3120468e+00,-2.3046811e-04,-1.8339228e-04,-2.3046811e-04,1.3120308e+00,-1.7572063e-04,-1.8339228e-04,-1.7572063e-04,1.3121192e+00
8.5000000e+02,9.5409548e+02,1.3204641e+00,1.3204453e+00,-2.3071241e-04,-1.8360597e-04,-2.3071241e-04,1.3204293e+00,-1.7591534e-04,-1.8360597e-04,-1.7591534e-04,1.3205177e+00
8.5000000e+02,1.1787686e+03,1.3275994e+00,1.3275806e+00,-2.3091066e-04,-1.8377941e-04,-2.3091066e-04,1.3275646e+00,-1.7607338e-04,-1.8377941e-04,-1.7607338e-04,1.3276531e+00
8.5000000e+02,1.4563485e+03,1.3336163e+00,1.3335975e+00,-2.3107148e-04,-1.8392011e-04,-2.3107148e-04,1.3335814e+00,-1.7620159e-04,-1.8392011e-04,-1.7620159e-04,1.3336700e+00
8.5000000e+02,1.7992936e+03,1.3386567e+00,1.3386379e+00,-2.3120186e-04,-1.8403420e-04,-2.3120186e-04,1.3386219e+00,-1.7630556e-04,-1.8403420e-04,-1.7630556e-04,1.3387104e+00
8.5000000e+02,2.2229965e+03,1.3428552e+00,1.3428364e+00,-2.3130755e-04,-1.8412668e-04,-2.3130755e-04,1.3428204e+00,-1.7638984e-04,-1.8412668e-04,-1.7638984e-04,1.3429089e+00
