# Temperature : 500
mfp,kcumu,kspec
4.928940e+01,1.847910e+00,2.155234e-02
5.085890e+01,1.854567e+00,6.656820e-03
5.247838e+01,1.854567e+00,0.000000e+00
5.414943e+01,1.872838e+00,1.827046e-02
5.587369e+01,1.872838e+00,0.000000e+00
5.765286e+01,1.872838e+00,0.000000e+00
5.948868e+01,1.872838e+00,0.000000e+00
6.138296e+01,1.872838e+00,0.000000e+00
6.333755e+01,1.872838e+00,0.000000e+00
6.535439e+01,1.872838e+00,0.000000e+00
6.743544e+01,1.872838e+00,0.000000e+00
6.958277e+01,1.872838e+00,0.000000e+00
7.179847e+01,1.872838e+00,0.000000e+00
7.408472e+01,1.872838e+00,0.000000e+00
7.644377e+01,1.872838e+00,0.000000e+00
7.887794e+01,1.872838e+00,0.000000e+00
8.138963e+01,1.872838e+00,0.000000e+00
8.398129e+01,1.872838e+00,0.000000e+00
8.665547e+01,1.872838e+00,0.000000e+00
8.941481e+01,1.872838e+00,0.000000e+00
9.226202e+01,1.872838e+00,0.000000e+00
9.519988e+01,1.935153e+00,6.231511e-02
9.823130e+01,1.935153e+00,0.000000e+00
1.013592e+02,1.935153e+00,0.000000e+00
1.045868e+02,1.935153e+00,0.000000e+00
1.079171e+02,1.951423e+00,1.626999e-02
1.113535e+02,1.951423e+00,0.000000e+00
1.148993e+02,1.951423e+00,0.000000e+00
1.185580e+02,1.951423e+00,0.000000e+00
1.223332e+02,1.969980e+00,1.855695e-02
1.262286e+02,1.969980e+00,0.000000e+00
1.302480e+02,1.969980e+00,0.000000e+00
1.343955e+02,1.969980e+00,0.000000e+00
1.386750e+02,1.969980e+00,0.000000e+00
1.430907e+02,1.969980e+00,0.000000e+00
1.476471e+02,1.969980e+00,0.000000e+00
1.523486e+02,1.969980e+00,0.000000e+00
1.571998e+02,1.969980e+00,0.000000e+00
1.622055e+02,1.969980e+00,0.000000e+00
1.673705e+02,1.969980e+00,0.000000e+00
1.727000e+02,1.969980e+00,0.000000e+00
1.781992e+02,1.969980e+00,0.000000e+00
1.838736e+02,1.969980e+00,0.000000e+00
1.897286e+02,1.969980e+00,0.000000e+00
1.957701e+02,1.969980e+00,0.000000e+00
2.020039e+02,1.969980e+00,0.000000e+00
2.084362e+02,1.969980e+00,0.000000e+00
2.150734e+02,1.969980e+00,0.000000e+00
2.219219e+02,1.969980e+00,0.000000e+00
2.289885e+02,1.969980e+00,0.000000e+00
2.362801e+02,1.969980e+00,0.000000e+00
2.438039e+02,2.051541e+00,8.156162e-02
2.515672e+02,2.051541e+00,0.000000e+00
2.595778e+02,2.051541e+00,0.000000e+00
2.678434e+02,2.051541e+00,0.000000e+00
2.763723e+02,2.051541e+00,0.000000e+00
2.851727e+02,2.051541e+00,0.000000e+00
2.942534e+02,2.051541e+00,0.000000e+00
3.036232e+02,2.185133e+00,1.335918e-01
3.132913e+02,2.185133e+00,0.000000e+00
3.232674e+02,2.185133e+00,0.000000e+00
3.335610e+02,2.185133e+00,0.000000e+00
3.441825e+02,2.185133e+00,0.000000e+00
3.551422e+02,2.185133e+00,0.000000e+00
3.664509e+02,2.185133e+00,0.000000e+00
3.781196e+02,2.185133e+00,0.000000e+00
3.901599e+02,2.185133e+00,0.000000e+00
4.025837e+02,2.185133e+00,0.000000e+00
4.154030e+02,2.185133e+00,0.000000e+00
4.286305e+02,2.185133e+00,0.000000e+00
4.422793e+02,2.185133e+00,0.000000e+00
4.563626e+02,2.260212e+00,7.507916e-02
4.708944e+02,2.260212e+00,0.000000e+00
4.858889e+02,2.260212e+00,0.000000e+00
5.013609e+02,2.260212e+00,0.000000e+00
5.173256e+02,2.260212e+00,0.000000e+00
5.337986e+02,2.350548e+00,9.033581e-02
5.507961e+02,2.350548e+00,0.000000e+00
