# Temperature : 500
frequency,kcumu,kspec
1.442507e+02,2.103733e+00,1.708681e-02
1.459477e+02,2.111307e+00,7.573357e-03
1.476448e+02,2.115711e+00,4.404384e-03
1.493419e+02,2.131247e+00,1.553634e-02
1.510389e+02,2.138232e+00,6.984575e-03
1.527360e+02,2.143289e+00,5.056616e-03
1.544331e+02,2.150786e+00,7.497923e-03
1.561301e+02,2.158445e+00,7.658710e-03
1.578272e+02,2.169581e+00,1.113543e-02
1.595243e+02,2.176245e+00,6.664082e-03
1.612213e+02,2.184049e+00,7.804777e-03
1.629184e+02,2.192460e+00,8.410160e-03
1.646155e+02,2.201617e+00,9.157043e-03
1.663125e+02,2.210297e+00,8.680736e-03
1.680096e+02,2.219426e+00,9.128392e-03
1.697067e+02,2.228793e+00,9.366939e-03
1.714037e+02,2.238037e+00,9.244608e-03
1.731008e+02,2.245458e+00,7.420408e-03
1.747979e+02,2.254080e+00,8.622599e-03
1.764949e+02,2.262028e+00,7.947462e-03
1.781920e+02,2.269533e+00,7.504930e-03
1.798891e+02,2.276359e+00,6.826476e-03
1.815861e+02,2.283087e+00,6.727419e-03
1.832832e+02,2.287451e+00,4.364264e-03
1.849803e+02,2.292401e+00,4.949729e-03
1.866773e+02,2.295815e+00,3.414439e-03
1.883744e+02,2.299343e+00,3.528154e-03
1.900715e+02,2.302016e+00,2.673257e-03
1.917685e+02,2.304241e+00,2.224283e-03
1.934656e+02,2.304794e+00,5.528270e-04
1.951627e+02,2.305127e+00,3.331940e-04
1.968597e+02,2.305127e+00,2.576652e-20
1.985568e+02,2.305127e+00,0.000000e+00
2.002539e+02,2.305127e+00,0.000000e+00
2.019509e+02,2.305127e+00,0.000000e+00
2.036480e+02,2.305127e+00,0.000000e+00
2.053451e+02,2.305127e+00,0.000000e+00
2.070421e+02,2.305127e+00,0.000000e+00
2.087392e+02,2.305127e+00,0.000000e+00
2.104363e+02,2.305127e+00,0.000000e+00
2.121333e+02,2.305127e+00,0.000000e+00
2.138304e+02,2.305127e+00,0.000000e+00
2.155275e+02,2.305127e+00,0.000000e+00
2.172245e+02,2.305127e+00,0.000000e+00
2.189216e+02,2.305127e+00,0.000000e+00
2.206187e+02,2.305127e+00,0.000000e+00
2.223157e+02,2.305127e+00,0.000000e+00
2.240128e+02,2.305127e+00,0.000000e+00
2.257099e+02,2.305127e+00,0.000000e+00
2.274069e+02,2.305127e+00,0.000000e+00
2.291040e+02,2.305127e+00,0.000000e+00
2.308011e+02,2.305127e+00,0.000000e+00
2.324981e+02,2.305127e+00,0.000000e+00
2.341952e+02,2.305127e+00,0.000000e+00
2.358923e+02,2.305127e+00,0.000000e+00
2.375893e+02,2.305127e+00,0.000000e+00
2.392864e+02,2.305127e+00,0.000000e+00
2.409835e+02,2.305127e+00,0.000000e+00
2.426805e+02,2.305127e+00,0.000000e+00
2.443776e+02,2.305127e+00,0.000000e+00
2.460747e+02,2.305127e+00,0.000000e+00
2.477717e+02,2.305127e+00,0.000000e+00
2.494688e+02,2.305127e+00,0.000000e+00
2.511659e+02,2.305127e+00,0.000000e+00
2.528629e+02,2.305127e+00,0.000000e+00
2.545600e+02,2.305127e+00,0.000000e+00
