# Temperature : 300
mfp,kcumu,kspec
1.770181e+02,3.307603e+00,0.000000e+00
1.830184e+02,3.307603e+00,0.000000e+00
1.892221e+02,3.307603e+00,0.000000e+00
1.956360e+02,3.307603e+00,0.000000e+00
2.022674e+02,3.307603e+00,0.000000e+00
2.091236e+02,3.307603e+00,0.000000e+00
2.162121e+02,3.307603e+00,0.000000e+00
2.235410e+02,3.307603e+00,0.000000e+00
2.311183e+02,3.307603e+00,0.000000e+00
2.389524e+02,3.307603e+00,0.000000e+00
2.470520e+02,3.307603e+00,0.000000e+00
2.554262e+02,3.307603e+00,0.000000e+00
2.640843e+02,3.307603e+00,0.000000e+00
2.730358e+02,3.307603e+00,0.000000e+00
2.822908e+02,3.307603e+00,0.000000e+00
2.918595e+02,3.307603e+00,0.000000e+00
3.017525e+02,3.307603e+00,0.000000e+00
3.119809e+02,3.307603e+00,0.000000e+00
3.225559e+02,3.307603e+00,0.000000e+00
3.334895e+02,3.307603e+00,0.000000e+00
3.447936e+02,3.430824e+00,1.232211e-01
3.564809e+02,3.598828e+00,1.680035e-01
3.685644e+02,3.598828e+00,0.000000e+00
3.810574e+02,3.598828e+00,0.000000e+00
3.939740e+02,3.598828e+00,0.000000e+00
4.073283e+02,3.598828e+00,0.000000e+00
4.211353e+02,3.598828e+00,0.000000e+00
4.354104e+02,3.598828e+00,0.000000e+00
4.501693e+02,3.598828e+00,0.000000e+00
4.654285e+02,3.598828e+00,0.000000e+00
4.812049e+02,3.598828e+00,0.000000e+00
4.975160e+02,3.598828e+00,0.000000e+00
5.143801e+02,3.598828e+00,0.000000e+00
5.318158e+02,3.598828e+00,0.000000e+00
5.498425e+02,3.598828e+00,0.000000e+00
5.684803e+02,3.598828e+00,0.000000e+00
5.877498e+02,3.598828e+00,0.000000e+00
6.076725e+02,3.598828e+00,0.000000e+00
6.282705e+02,3.706859e+00,1.080309e-01
6.495667e+02,3.706859e+00,0.000000e+00
6.715847e+02,3.706859e+00,0.000000e+00
6.943491e+02,3.706859e+00,0.000000e+00
7.178852e+02,3.834173e+00,1.273139e-01
7.422190e+02,3.834173e+00,0.000000e+00
