# Temperature : 300
frequency,kcumu,kspec
1.442507e+02,3.511425e+00,2.737014e-02
1.459477e+02,3.523694e+00,1.226860e-02
1.476448e+02,3.530867e+00,7.173532e-03
1.493419e+02,3.555942e+00,2.507522e-02
1.510389e+02,3.567319e+00,1.137629e-02
1.527360e+02,3.575501e+00,8.182163e-03
1.544331e+02,3.587659e+00,1.215851e-02
1.561301e+02,3.600043e+00,1.238326e-02
1.578272e+02,3.617958e+00,1.791579e-02
1.595243e+02,3.628747e+00,1.078835e-02
1.612213e+02,3.641323e+00,1.257626e-02
1.629184e+02,3.654851e+00,1.352745e-02
1.646155e+02,3.669586e+00,1.473562e-02
1.663125e+02,3.683502e+00,1.391577e-02
1.680096e+02,3.698087e+00,1.458479e-02
1.697067e+02,3.713009e+00,1.492190e-02
1.714037e+02,3.727732e+00,1.472311e-02
1.731008e+02,3.739563e+00,1.183129e-02
1.747979e+02,3.753299e+00,1.373647e-02
1.764949e+02,3.765945e+00,1.264552e-02
1.781920e+02,3.777867e+00,1.192206e-02
1.798891e+02,3.788701e+00,1.083344e-02
1.815861e+02,3.799357e+00,1.065662e-02
1.832832e+02,3.806266e+00,6.909246e-03
1.849803e+02,3.814091e+00,7.824168e-03
1.866773e+02,3.819484e+00,5.393886e-03
1.883744e+02,3.825056e+00,5.571232e-03
1.900715e+02,3.829272e+00,4.216670e-03
1.917685e+02,3.832778e+00,3.505626e-03
1.934656e+02,3.833649e+00,8.706476e-04
1.951627e+02,3.834173e+00,5.240314e-04
1.968597e+02,3.834173e+00,4.049896e-20
1.985568e+02,3.834173e+00,0.000000e+00
2.002539e+02,3.834173e+00,0.000000e+00
2.019509e+02,3.834173e+00,0.000000e+00
2.036480e+02,3.834173e+00,0.000000e+00
2.053451e+02,3.834173e+00,0.000000e+00
2.070421e+02,3.834173e+00,0.000000e+00
2.087392e+02,3.834173e+00,0.000000e+00
2.104363e+02,3.834173e+00,0.000000e+00
2.121333e+02,3.834173e+00,0.000000e+00
2.138304e+02,3.834173e+00,0.000000e+00
2.155275e+02,3.834173e+00,0.000000e+00
2.172245e+02,3.834173e+00,0.000000e+00
2.189216e+02,3.834173e+00,0.000000e+00
2.206187e+02,3.834173e+00,0.000000e+00
2.223157e+02,3.834173e+00,0.000000e+00
2.240128e+02,3.834173e+00,0.000000e+00
2.257099e+02,3.834173e+00,0.000000e+00
2.274069e+02,3.834173e+00,0.000000e+00
2.291040e+02,3.834173e+00,0.000000e+00
2.308011e+02,3.834173e+00,0.000000e+00
2.324981e+02,3.834173e+00,0.000000e+00
2.341952e+02,3.834173e+00,0.000000e+00
2.358923e+02,3.834173e+00,0.000000e+00
2.375893e+02,3.834173e+00,0.000000e+00
2.392864e+02,3.834173e+00,0.000000e+00
2.409835e+02,3.834173e+00,0.000000e+00
2.426805e+02,3.834173e+00,0.000000e+00
2.443776e+02,3.834173e+00,0.000000e+00
2.460747e+02,3.834173e+00,0.000000e+00
2.477717e+02,3.834173e+00,0.000000e+00
2.494688e+02,3.834173e+00,0.000000e+00
2.511659e+02,3.834173e+00,0.000000e+00
2.528629e+02,3.834173e+00,0.000000e+00
2.545600e+02,3.834173e+00,0.000000e+00
