# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK],kave[W/mK]
2.5000000e+02,9.7677811e+03,4.5141763e+00,-9.9231720e-04,-1.0262872e-03,-9.9231720e-04,4.5141615e+00,-1.0184843e-03,-1.0262872e-03,-1.0184843e-03,4.5141173e+00,4.5141517e+00
2.5000000e+02,1.2067926e+04,4.5295330e+00,-9.9266939e-04,-1.0266422e-03,-9.9266939e-04,4.5295181e+00,-1.0188376e-03,-1.0266422e-03,-1.0188376e-03,4.5294740e+00,4.5295084e+00
2.5000000e+02,1.4909717e+04,4.5424099e+00,-9.9295468e-04,-1.0269298e-03,-9.9295468e-04,4.5423950e+00,-1.0191239e-03,-1.0269298e-03,-1.0191239e-03,4.5423509e+00,4.5423852e+00
2.5000000e+02,1.8420700e+04,4.5531442e+00,-9.9318574e-04,-1.0271628e-03,-9.9318574e-04,4.5531293e+00,-1.0193557e-03,-1.0271628e-03,-1.0193557e-03,4.5530852e+00,4.5531196e+00
2.5000000e+02,2.2758459e+04,4.5620476e+00,-9.9337285e-04,-1.0273514e-03,-9.9337285e-04,4.5620327e+00,-1.0195434e-03,-1.0273514e-03,-1.0195434e-03,4.5619886e+00,4.5620230e+00
2.5000000e+02,2.8117687e+04,4.5694011e+00,-9.9352436e-04,-1.0275042e-03,-9.9352436e-04,4.5693862e+00,-1.0196954e-03,-1.0275042e-03,-1.0196954e-03,4.5693421e+00,4.5693765e+00
2.5000000e+02,3.4738921e+04,4.5754528e+00,-9.9364704e-04,-1.0276278e-03,-9.9364704e-04,4.5754379e+00,-1.0198185e-03,-1.0276278e-03,-1.0198185e-03,4.5753938e+00,4.5754282e+00
2.5000000e+02,4.2919343e+04,4.5804184e+00,-9.9374636e-04,-1.0277280e-03,-9.9374636e-04,4.5804035e+00,-1.0199181e-03,-1.0277280e-03,-1.0199181e-03,4.5803594e+00,4.5803938e+00
2.5000000e+02,5.3026113e+04,4.5844827e+00,-9.9382677e-04,-1.0278090e-03,-9.9382677e-04,4.5844678e+00,-1.0199988e-03,-1.0278090e-03,-1.0199988e-03,4.5844236e+00,4.5844580e+00
2.5000000e+02,6.5512856e+04,4.5878025e+00,-9.9389186e-04,-1.0278747e-03,-9.9389186e-04,4.5877876e+00,-1.0200641e-03,-1.0278747e-03,-1.0200641e-03,4.5877434e+00,4.5877778e+00
2.5000000e+02,8.0940012e+04,4.5905096e+00,-9.9394456e-04,-1.0279278e-03,-9.9394456e-04,4.5904947e+00,-1.0201170e-03,-1.0279278e-03,-1.0201170e-03,4.5904505e+00,4.5904849e+00
2.5000000e+02,1.0000000e+05,4.5927140e+00,-9.9398721e-04,-1.0279708e-03,-9.9398721e-04,4.5926991e+00,-1.0201597e-03,-1.0279708e-03,-1.0201597e-03,4.5926550e+00,4.5926894e+00
3.0000000e+02,3.1622777e+00,7.1890791e-01,-1.8923038e-04,-2.0247781e-04,-1.8923038e-04,7.1890382e-01,-2.0082772e-04,-2.0247781e-04,-2.0082772e-04,7.1888101e-01,7.1889758e-01
3.0000000e+02,3.9069399e+00,8.2778039e-01,-2.1786402e-04,-2.3261263e-04,-2.1786402e-04,8.2777579e-01,-2.3068406e-04,-2.3261263e-04,-2.3068406e-04,8.2775113e-01,8.2776910e-01
3.0000000e+02,4.8269574e+00,9.4568239e-01,-2.4900813e-04,-2.6525667e-04,-2.4900813e-04,9.4567725e-01,-2.6302366e-04,-2.6525667e-04,-2.6302366e-04,9.4565086e-01,9.4567017e-01
3.0000000e+02,5.9636233e+00,1.0716777e+00,-2.8249286e-04,-3.0020853e-04,-2.8249286e-04,1.0716720e+00,-2.9764910e-04,-3.0020853e-04,-2.9764910e-04,1.0716440e+00,1.0716646e+00
3.0000000e+02,7.3679546e+00,1.2045046e+00,-3.1805761e-04,-3.3717835e-04,-3.1805761e-04,1.2044983e+00,-3.3427609e-04,-3.3717835e-04,-3.3427609e-04,1.2044689e+00,1.2044906e+00
3.0000000e+02,9.1029818e+00,1.3426182e+00,-3.5534284e-04,-3.7578175e-04,-3.5534284e-04,1.3426113e+00,-3.7252717e-04,-3.7578175e-04,-3.7252717e-04,1.3425807e+00,1.3426034e+00
3.0000000e+02,1.1246578e+01,1.4842573e+00,-3.9388738e-04,-4.1553879e-04,-3.9388738e-04,1.4842498e+00,-4.1193009e-04,-4.1553879e-04,-4.1193009e-04,1.4842181e+00,1.4842418e+00
3.0000000e+02,1.3894955e+01,1.6275328e+00,-4.3313569e-04,-4.5588196e-04,-4.3313569e-04,1.6275247e+00,-4.5192512e-04,-4.5588196e-04,-4.5192512e-04,1.6274921e+00,1.6275166e+00
3.0000000e+02,1.7166979e+01,1.7705295e+00,-4.7245843e-04,-4.9617660e-04,-4.7245843e-04,1.7705208e+00,-4.9188491e-04,-4.9617660e-04,-4.9188491e-04,1.7704874e+00,1.7705125e+00
3.0000000e+02,2.1209509e+01,1.9114122e+00,-5.1118701e-04,-5.3575477e-04,-5.1118701e-04,1.9114029e+00,-5.3114770e-04,-5.3575477e-04,-5.3114770e-04,1.9113688e+00,1.9113946e+00
3.0000000e+02,2.6203985e+01,2.0485258e+00,-5.4865905e-04,-5.7395946e-04,-5.4865905e-04,2.0485160e+00,-5.6906115e-04,-5.7395946e-04,-5.6906115e-04,2.0484813e+00,2.0485077e+00
3.0000000e+02,3.2374575e+01,2.1804775e+00,-5.8426777e-04,-6.1019258e-04,-5.8426777e-04,2.1804673e+00,-6.0503021e-04,-6.1019258e-04,-6.0503021e-04,2.1804320e+00,2.1804589e+00
3.0000000e+02,3.9998234e+01,2.3061935e+00,-6.1750655e-04,-6.4395822e-04,-6.1750655e-04,2.3061829e+00,-6.3856035e-04,-6.4395822e-04,-6.3856035e-04,2.3061472e+00,2.3061745e+00
3.0000000e+02,4.9417134e+01,2.4249456e+00,-6.4800083e-04,-6.7489336e-04,-6.4800083e-04,2.4249346e+00,-6.6928857e-04,-6.7489336e-04,-6.6928857e-04,2.4248986e+00,2.4249262e+00
3.0000000e+02,6.1054023e+01,2.5363472e+00,-6.7552270e-04,-7.0278162e-04,-6.7552270e-04,2.5363359e+00,-6.9699735e-04,-7.0278162e-04,-6.9699735e-04,2.5362996e+00,2.5363276e+00
3.0000000e+02,7.5431201e+01,2.6403241e+00,-6.9998775e-04,-7.2754947e-04,-6.9998775e-04,2.6403125e+00,-7.2161130e-04,-7.2754947e-04,-7.2161130e-04,2.6402759e+00,2.6403042e+00
3.0000000e+02,9.3193958e+01,2.7370651e+00,-7.2143766e-04,-7.4924854e-04,-7.2143766e-04,2.7370533e+00,-7.4317967e-04,-7.4924854e-04,-7.4317967e-04,2.7370165e+00,2.7370449e+00
3.0000000e+02,1.1513954e+02,2.8269621e+00,-7.4001395e-04,-7.6802914e-04,-7.4001395e-04,2.8269501e+00,-7.6185018e-04,-7.6802914e-04,-7.6185018e-04,2.8269131e+00,2.8269418e+00
3.0000000e+02,1.4225293e+02,2.9105456e+00,-7.5592850e-04,-7.8411073e-04,-7.5592850e-04,2.9105334e+00,-7.7783970e-04,-7.8411073e-04,-7.7783970e-04,2.9104962e+00,2.9105251e+00
3.0000000e+02,1.7575106e+02,2.9884208e+00,-7.6943538e-04,-7.9775392e-04,-7.6943538e-04,2.9884085e+00,-7.9140633e-04,-7.9775392e-04,-7.9140633e-04,2.9883712e+00,2.9884002e+00
3.0000000e+02,2.1713743e+02,3.0612100e+00,-7.8080705e-04,-8.0923662e-04,-7.8080705e-04,3.0611976e+00,-8.0282568e-04,-8.0923662e-04,-8.0282568e-04,3.0611602e+00,3.0611892e+00
3.0000000e+02,2.6826958e+02,3.1295016e+00,-7.9031595e-04,-8.1883584e-04,-7.9031595e-04,3.1294891e+00,-8.1237268e-04,-8.1883584e-04,-8.1237268e-04,3.1294516e+00,3.1294808e+00
3.0000000e+02,3.3144247e+02,3.1938094e+00,-7.9822169e-04,-8.2681497e-04,-7.9822169e-04,3.1937968e+00,-8.2030892e-04,-8.2681497e-04,-8.2030892e-04,3.1937593e+00,3.1937885e+00
3.0000000e+02,4.0949151e+02,3.2545424e+00,-8.0476309e-04,-8.3341596e-04,-8.0476309e-04,3.2545297e+00,-8.2687478e-04,-8.3341596e-04,-8.2687478e-04,3.2544922e+00,3.2545214e+00
3.0000000e+02,5.0591975e+02,3.3119878e+00,-8.1015406e-04,-8.3885528e-04,-8.1015406e-04,3.3119751e+00,-8.3228538e-04,-8.3885528e-04,-8.3228538e-04,3.3119375e+00,3.3119668e+00
3.0000000e+02,6.2505519e+02,3.3663070e+00,-8.1458229e-04,-8.4332274e-04,-8.1458229e-04,3.3662942e+00,-8.3672941e-04,-8.4332274e-04,-8.3672941e-04,3.3662565e+00,3.3662859e+00
3.0000000e+02,7.7224499e+02,3.4175455e+00,-8.1820987e-04,-8.4698210e-04,-8.1820987e-04,3.4175327e+00,-8.4036969e-04,-8.4698210e-04,-8.4036969e-04,3.4174950e+00,3.4175244e+00
3.0000000e+02,9.5409548e+02,3.4656557e+00,-8.2117492e-04,-8.4997292e-04,-8.2117492e-04,3.4656429e+00,-8.4334498e-04,-8.4997292e-04,-8.4334498e-04,3.4656052e+00,3.4656346e+00
3.0000000e+02,1.1787686e+03,3.5105289e+00,-8.2359403e-04,-8.5241292e-04,-8.2359403e-04,3.5105161e+00,-8.4577235e-04,-8.5241292e-04,-8.4577235e-04,3.5104784e+00,3.5105078e+00
3.0000000e+02,1.4563485e+03,3.5520321e+00,-8.2556479e-04,-8.5440058e-04,-8.2556479e-04,3.5520192e+00,-8.4774976e-04,-8.5440058e-04,-8.4774976e-04,3.5519815e+00,3.5520110e+00
3.0000000e+02,1.7992936e+03,3.5900446e+00,-8.2716833e-04,-8.5601782e-04,-8.2716833e-04,3.5900317e+00,-8.4935867e-04,-8.5601782e-04,-8.4935867e-04,3.5899940e+00,3.5900234e+00
3.0000000e+02,2.2229965e+03,3.6244891e+00,-8.2847178e-04,-8.5733237e-04,-8.2847178e-04,3.6244762e+00,-8.5066647e-04,-8.5733237e-04,-8.5066647e-04,3.6244384e+00,3.6244679e+00
3.0000000e+02,2.7464741e+03,3.6553530e+00,-8.2953046e-04,-8.5840003e-04,-8.2953046e-04,3.6553401e+00,-8.5172866e-04,-8.5840003e-04,-8.5172866e-04,3.6553023e+00,3.6553318e+00
3.0000000e+02,3.3932218e+03,3.6826986e+00,-8.3038977e-04,-8.5926661e-04,-8.3038977e-04,3.6826857e+00,-8.5259080e-04,-8.5926661e-04,-8.5259080e-04,3.6826479e+00,3.6826774e+00
3.0000000e+02,4.1922674e+03,3.7066622e+00,-8.3108687e-04,-8.5996960e-04,-8.3108687e-04,3.7066493e+00,-8.5329020e-04,-8.5996960e-04,-8.5329020e-04,3.7066115e+00,3.7066410e+00
3.0000000e+02,5.1794747e+03,3.7274441e+00,-8.3165215e-04,-8.6053965e-04,-8.3165215e-04,3.7274312e+00,-8.5385733e-04,-8.6053965e-04,-8.5385733e-04,3.7273934e+00,3.7274229e+00
3.0000000e+02,6.3991523e+03,3.7452934e+00,-8.3211038e-04,-8.6100173e-04,-8.3211038e-04,3.7452805e+00,-8.5431706e-04,-8.6100173e-04,-8.5431706e-04,3.7452427e+00,3.7452722e+00
3.0000000e+02,7.9060432e+03,3.7604901e+00,-8.3248171e-04,-8.6137619e-04,-8.3248171e-04,3.7604772e+00,-8.5468960e-04,-8.6137619e-04,-8.5468960e-04,3.7604394e+00,3.7604689e+00
3.0000000e+02,9.7677811e+03,3.7733276e+00,-8.3278256e-04,-8.6167957e-04,-8.3278256e-04,3.7733147e+00,-8.5499144e-04,-8.6167957e-04,-8.5499144e-04,3.7732769e+00,3.7733064e+00
3.0000000e+02,1.2067926e+04,3.7840980e+00,-8.3302627e-04,-8.6192532e-04,-8.3302627e-04,3.7840850e+00,-8.5523593e-04,-8.6192532e-04,-8.5523593e-04,3.7840472e+00,3.7840767e+00
3.0000000e+02,1.4909717e+04,3.7930805e+00,-8.3322365e-04,-8.6212436e-04,-8.3322365e-04,3.7930675e+00,-8.5543396e-04,-8.6212436e-04,-8.5543396e-04,3.7930297e+00,3.7930592e+00
3.0000000e+02,1.8420700e+04,3.8005339e+00,-8.3338349e-04,-8.6228555e-04,-8.3338349e-04,3.8005210e+00,-8.5559432e-04,-8.6228555e-04,-8.5559432e-04,3.8004831e+00,3.8005127e+00
3.0000000e+02,2.2758459e+04,3.8066919e+00,-8.3351292e-04,-8.6241606e-04,-8.3351292e-04,3.8066790e+00,-8.5572417e-04,-8.6241606e-04,-8.5572417e-04,3.8066412e+00,3.8066707e+00
3.0000000e+02,2.8117687e+04,3.8117613e+00,-8.3361772e-04,-8.6252174e-04,-8.3361772e-04,3.8117483e+00,-8.5582931e-04,-8.6252174e-04,-8.5582931e-04,3.8117105e+00,3.8117400e+00
3.0000000e+02,3.4738921e+04,3.8159218e+00,-8.3370257e-04,-8.6260730e-04,-8.3370257e-04,3.8159088e+00,-8.5591443e-04,-8.6260730e-04,-8.5591443e-04,3.8158710e+00,3.8159005e+00
3.0000000e+02,4.2919343e+04,3.8193278e+00,-8.3377126e-04,-8.6267656e-04,-8.3377126e-04,3.8193148e+00,-8.5598334e-04,-8.6267656e-04,-8.5598334e-04,3.8192770e+00,3.8193065e+00
3.0000000e+02,5.3026113e+04,3.8221103e+00,-8.3382686e-04,-8.6273264e-04,-8.3382686e-04,3.8220974e+00,-8.5603913e-04,-8.6273264e-04,-8.5603913e-04,3.8220596e+00,3.8220891e+00
3.0000000e+02,6.5512856e+04,3.8243797e+00,-8.3387188e-04,-8.6277803e-04,-8.3387188e-04,3.8243667e+00,-8.5608429e-04,-8.6277803e-04,-8.5608429e-04,3.8243289e+00,3.8243584e+00
3.0000000e+02,8.0940012e+04,3.8262278e+00,-8.3390832e-04,-8.6281478e-04,-8.3390832e-04,3.8262149e+00,-8.5612085e-04,-8.6281478e-04,-8.5612085e-04,3.8261771e+00,3.8262066e+00
3.0000000e+02,1.0000000e+05,3.8277313e+00,-8.3393782e-04,-8.6284452e-04,-8.3393782e-04,3.8277183e+00,-8.5615045e-04,-8.6284452e-04,-8.5615045e-04,3.8276805e+00,3.8277100e+00
3.5000000e+02,3.1622777e+00,6.8792217e-01,-1.8131272e-04,-1.9374770e-04,-1.8131272e-04,6.8791826e-01,-1.9214392e-04,-1.9374770e-04,-1.9214392e-04,6.8789716e-01,6.8791253e-01
3.5000000e+02,3.9069399e+00,7.8744132e-01,-2.0761585e-04,-2.2135710e-04,-2.0761585e-04,7.8743695e-01,-2.1949451e-04,-2.2135710e-04,-2.1949451e-04,7.8741430e-01,7.8743086e-01
3.5000000e+02,4.8269574e+00,8.9413741e-01,-2.3597884e-04,-2.5100577e-04,-2.3597884e-04,8.9413255e-01,-2.4886390e-04,-2.5100577e-04,-2.4886390e-04,8.9410849e-01,8.9412615e-01
3.5000000e+02,5.9636233e+00,1.0069903e+00,-2.6619692e-04,-2.8246270e-04,-2.6619692e-04,1.0069849e+00,-2.8002554e-04,-2.8246270e-04,-2.8002554e-04,1.0069596e+00,1.0069783e+00
3.5000000e+02,7.3679546e+00,1.1247253e+00,-2.9798125e-04,-3.1541622e-04,-2.9798125e-04,1.1247194e+00,-3.1267344e-04,-3.1541622e-04,-3.1267344e-04,1.1246930e+00,1.1247126e+00
3.5000000e+02,9.1029818e+00,1.2458660e+00,-3.3095511e-04,-3.4947169e-04,-3.3095511e-04,1.2458595e+00,-3.4641948e-04,-3.4947169e-04,-3.4641948e-04,1.2458321e+00,1.2458525e+00
3.5000000e+02,1.1246578e+01,1.3688054e+00,-3.6465789e-04,-3.8415631e-04,-3.6465789e-04,1.3687984e+00,-3.8079772e-04,-3.8415631e-04,-3.8079772e-04,1.3687701e+00,1.3687913e+00
3.5000000e+02,1.3894955e+01,1.4918918e+00,-3.9855990e-04,-4.1893417e-04,-3.9855990e-04,1.4918843e+00,-4.1527880e-04,-4.1893417e-04,-4.1527880e-04,1.4918553e+00,1.4918771e+00
3.5000000e+02,1.7166979e+01,1.6135196e+00,-4.3208956e-04,-4.5323279e-04,-4.3208956e-04,1.6135116e+00,-4.4929602e-04,-4.5323279e-04,-4.4929602e-04,1.6134820e+00,1.6135044e+00
3.5000000e+02,2.1209509e+01,1.7322177e+00,-4.6467079e-04,-4.8647968e-04,-4.6467079e-04,1.7322093e+00,-4.8228139e-04,-4.8647968e-04,-4.8228139e-04,1.7321791e+00,1.7322021e+00
3.5000000e+02,2.6203985e+01,1.8467250e+00,-4.9576545e-04,-5.1814352e-04,-4.9576545e-04,1.8467161e+00,-5.1370672e-04,-5.1814352e-04,-5.1370672e-04,1.8466855e+00,1.8467089e+00
3.5000000e+02,3.2374575e+01,1.9560451e+00,-5.2491342e-04,-5.4777308e-04,-5.2491342e-04,1.9560359e+00,-5.4312247e-04,-5.4777308e-04,-5.4312247e-04,1.9560049e+00,1.9560287e+00
3.5000000e+02,3.9998234e+01,2.0594766e+00,-5.5176317e-04,-5.7502674e-04,-5.5176317e-04,2.0594670e+00,-5.7018737e-04,-5.7502674e-04,-5.7018737e-04,2.0594357e+00,2.0594597e+00
3.5000000e+02,4.9417134e+01,2.1566155e+00,-5.7608797e-04,-5.9968783e-04,-5.7608797e-04,2.1566056e+00,-5.9468408e-04,-5.9968783e-04,-5.9468408e-04,2.1565740e+00,2.1565984e+00
3.5000000e+02,6.1054023e+01,2.2473356e+00,-5.9778665e-04,-6.2166486e-04,-5.9778665e-04,2.2473254e+00,-6.1651964e-04,-6.2166486e-04,-6.1651964e-04,2.2472936e+00,2.2473182e+00
3.5000000e+02,7.5431201e+01,2.3317494e+00,-6.1687111e-04,-6.4097864e-04,-6.1687111e-04,2.3317390e+00,-6.3571290e-04,-6.4097864e-04,-6.3571290e-04,2.3317070e+00,2.3317318e+00
3.5000000e+02,9.3193958e+01,2.4101580e+00,-6.3344507e-04,-6.5774079e-04,-6.3344507e-04,2.4101475e+00,-6.5237330e-04,-6.5774079e-04,-6.5237330e-04,2.4101153e+00,2.4101403e+00
3.5000000e+02,1.1513954e+02,2.4829959e+00,-6.4767888e-04,-6.7212861e-04,-6.4767888e-04,2.4829852e+00,-6.6667582e-04,-6.7212861e-04,-6.6667582e-04,2.4829528e+00,2.4829780e+00
3.5000000e+02,1.4225293e+02,2.5507752e+00,-6.5978478e-04,-6.8436023e-04,-6.5978478e-04,2.5507643e+00,-6.7883639e-04,-6.8436023e-04,-6.7883639e-04,2.5507319e+00,2.5507571e+00
3.5000000e+02,1.7575106e+02,2.6140344e+00,-6.6999528e-04,-6.9467318e-04,-6.6999528e-04,2.6140235e+00,-6.8909046e-04,-6.9467318e-04,-6.8909046e-04,2.6139909e+00,2.6140163e+00
3.5000000e+02,2.1713743e+02,2.6732930e+00,-6.7854620e-04,-7.0330748e-04,-6.7854620e-04,2.6732820e+00,-6.9767616e-04,-7.0330748e-04,-6.9767616e-04,2.6732493e+00,2.6732748e+00
3.5000000e+02,2.6826958e+02,2.7290138e+00,-6.8566456e-04,-7.1049360e-04,-6.8566456e-04,2.7290028e+00,-7.0482233e-04,-7.1049360e-04,-7.0482233e-04,2.7289701e+00,2.7289956e+00
3.5000000e+02,3.3144247e+02,2.7815755e+00,-6.9156072e-04,-7.1644480e-04,-6.9156072e-04,2.7815644e+00,-7.1074077e-04,-7.1644480e-04,-7.1074077e-04,2.7815317e+00,2.7815572e+00
3.5000000e+02,4.0949151e+02,2.8312545e+00,-6.9642422e-04,-7.2135297e-04,-6.9642422e-04,2.8312433e+00,-7.1562215e-04,-7.2135297e-04,-7.1562215e-04,2.8312106e+00,2.8312361e+00
3.5000000e+02,5.0591975e+02,2.8782193e+00,-7.0042210e-04,-7.2538708e-04,-7.0042210e-04,2.8782081e+00,-7.1963438e-04,-7.2538708e-04,-7.1963438e-04,2.8781753e+00,2.8782009e+00
3.5000000e+02,6.2505519e+02,2.9225362e+00,-7.0369909e-04,-7.2869344e-04,-7.0369909e-04,2.9225250e+00,-7.2292292e-04,-7.2869344e-04,-7.2292292e-04,2.9224921e+00,2.9225178e+00
3.5000000e+02,7.7224499e+02,2.9641861e+00,-7.0637891e-04,-7.3139706e-04,-7.0637891e-04,2.9641748e+00,-7.2561203e-04,-7.3139706e-04,-7.2561203e-04,2.9641420e+00,2.9641676e+00
3.5000000e+02,9.5409548e+02,3.0030902e+00,-7.0856618e-04,-7.3360363e-04,-7.0856618e-04,3.0030789e+00,-7.2780680e-04,-7.3360363e-04,-7.2780680e-04,3.0030460e+00,3.0030717e+00
3.5000000e+02,1.1787686e+03,3.0391410e+00,-7.1034865e-04,-7.3540172e-04,-7.1034865e-04,3.0391297e+00,-7.2959531e-04,-7.3540172e-04,-7.2959531e-04,3.0390968e+00,3.0391225e+00
3.5000000e+02,1.4563485e+03,3.0722337e+00,-7.1179937e-04,-7.3686511e-04,-7.1179937e-04,3.0722223e+00,-7.3105091e-04,-7.3686511e-04,-7.3105091e-04,3.0721894e+00,3.0722152e+00
3.5000000e+02,1.7992936e+03,3.1022942e+00,-7.1297887e-04,-7.3805486e-04,-7.1297887e-04,3.1022828e+00,-7.3223435e-04,-7.3805486e-04,-7.3223435e-04,3.1022499e+00,3.1022756e+00
3.5000000e+02,2.2229965e+03,3.1292994e+00,-7.1393704e-04,-7.3902132e-04,-7.1393704e-04,3.1292881e+00,-7.3319570e-04,-7.3902132e-04,-7.3319570e-04,3.1292551e+00,3.1292809e+00
3.5000000e+02,2.7464741e+03,3.1532884e+00,-7.1471487e-04,-7.3980588e-04,-7.1471487e-04,3.1532771e+00,-7.3397610e-04,-7.3980588e-04,-7.3397610e-04,3.1532441e+00,3.1532699e+00
3.5000000e+02,3.3932218e+03,3.1743637e+00,-7.1534596e-04,-7.4044241e-04,-7.1534596e-04,3.1743524e+00,-7.3460927e-04,-7.4044241e-04,-7.3460927e-04,3.1743194e+00,3.1743452e+00
3.5000000e+02,4.1922674e+03,3.1926846e+00,-7.1585775e-04,-7.4095861e-04,-7.1585775e-04,3.1926732e+00,-7.3512274e-04,-7.4095861e-04,-7.3512274e-04,3.1926403e+00,3.1926660e+00
3.5000000e+02,5.1794747e+03,3.2084549e+00,-7.1627265e-04,-7.4137707e-04,-7.1627265e-04,3.2084435e+00,-7.3553899e-04,-7.4137707e-04,-7.3553899e-04,3.2084106e+00,3.2084364e+00
3.5000000e+02,6.3991523e+03,3.2219084e+00,-7.1660889e-04,-7.4171620e-04,-7.1660889e-04,3.2218971e+00,-7.3587634e-04,-7.4171620e-04,-7.3587634e-04,3.2218641e+00,3.2218899e+00
3.5000000e+02,7.9060432e+03,3.2332935e+00,-7.1688133e-04,-7.4199098e-04,-7.1688133e-04,3.2332821e+00,-7.3614967e-04,-7.4199098e-04,-7.3614967e-04,3.2332492e+00,3.2332750e+00
3.5000000e+02,9.7677811e+03,3.2428602e+00,-7.1710203e-04,-7.4221357e-04,-7.1710203e-04,3.2428488e+00,-7.3637108e-04,-7.4221357e-04,-7.3637108e-04,3.2428158e+00,3.2428416e+00
3.5000000e+02,1.2067926e+04,3.2508495e+00,-7.1728078e-04,-7.4239385e-04,-7.1728078e-04,3.2508381e+00,-7.3655041e-04,-7.4239385e-04,-7.3655041e-04,3.2508052e+00,3.2508309e+00
3.5000000e+02,1.4909717e+04,3.2574864e+00,-7.1742554e-04,-7.4253985e-04,-7.1742554e-04,3.2574751e+00,-7.3669565e-04,-7.4253985e-04,-7.3669565e-04,3.2574421e+00,3.2574679e+00
3.5000000e+02,1.8420700e+04,3.2629752e+00,-7.1754276e-04,-7.4265808e-04,-7.1754276e-04,3.2629638e+00,-7.3681325e-04,-7.4265808e-04,-7.3681325e-04,3.2629308e+00,3.2629566e+00
3.5000000e+02,2.2758459e+04,3.2674972e+00,-7.1763767e-04,-7.4275380e-04,-7.1763767e-04,3.2674858e+00,-7.3690847e-04,-7.4275380e-04,-7.3690847e-04,3.2674529e+00,3.2674786e+00
3.5000000e+02,2.8117687e+04,3.2712111e+00,-7.1771452e-04,-7.4283130e-04,-7.1771452e-04,3.2711997e+00,-7.3698557e-04,-7.4283130e-04,-7.3698557e-04,3.2711667e+00,3.2711925e+00
3.5000000e+02,3.4738921e+04,3.2742531e+00,-7.1777673e-04,-7.4289405e-04,-7.1777673e-04,3.2742417e+00,-7.3704798e-04,-7.4289405e-04,-7.3704798e-04,3.2742088e+00,3.2742345e+00
3.5000000e+02,4.2919343e+04,3.2767395e+00,-7.1782710e-04,-7.4294484e-04,-7.1782710e-04,3.2767281e+00,-7.3709851e-04,-7.4294484e-04,-7.3709851e-04,3.2766951e+00,3.2767209e+00
3.5000000e+02,5.3026113e+04,3.2787681e+00,-7.1786787e-04,-7.4298597e-04,-7.1786787e-04,3.2787567e+00,-7.3713941e-04,-7.4298597e-04,-7.3713941e-04,3.2787237e+00,3.2787495e+00
3.5000000e+02,6.5512856e+04,3.2804207e+00,-7.1790087e-04,-7.4301925e-04,-7.1790087e-04,3.2804093e+00,-7.3717252e-04,-7.4301925e-04,-7.3717252e-04,3.2803763e+00,3.2804021e+00
3.5000000e+02,8.0940012e+04,3.2817653e+00,-7.1792759e-04,-7.4304620e-04,-7.1792759e-04,3.2817539e+00,-7.3719933e-04,-7.4304620e-04,-7.3719933e-04,3.2817210e+00,3.2817468e+00
3.5000000e+02,1.0000000e+05,3.2828584e+00,-7.1794922e-04,-7.4306801e-04,-7.1794922e-04,3.2828470e+00,-7.3722102e-04,-7.4306801e-04,-7.3722102e-04,3.2828140e+00,3.2828398e+00
4.0000000e+02,3.1622777e+00,6.5897615e-01,-1.7386713e-04,-1.8556373e-04,-1.7386713e-04,6.5897242e-01,-1.8400776e-04,-1.8556373e-04,-1.8400776e-04,6.5895286e-01,6.5896714e-01
4.0000000e+02,3.9069399e+00,7.5041383e-01,-1.9814671e-04,-2.1098898e-04,-1.9814671e-04,7.5040968e-01,-2.0919241e-04,-2.1098898e-04,-2.0919241e-04,7.5038882e-01,7.5040411e-01
4.0000000e+02,4.8269574e+00,8.4759170e-01,-2.2412717e-04,-2.3808246e-04,-2.2412717e-04,8.4758710e-01,-2.3602934e-04,-2.3808246e-04,-2.3602934e-04,8.4756506e-01,8.4758129e-01
4.0000000e+02,5.9636233e+00,9.4946563e-01,-2.5158136e-04,-2.6659548e-04,-2.5158136e-04,9.4946056e-01,-2.6427447e-04,-2.6659548e-04,-2.6427447e-04,9.4943748e-01,9.4945456e-01
4.0000000e+02,7.3679546e+00,1.0547960e+00,-2.8020535e-04,-2.9620649e-04,-2.8020535e-04,1.0547904e+00,-2.9361179e-04,-2.9620649e-04,-2.9361179e-04,1.0547664e+00,1.0547843e+00
4.0000000e+02,9.1029818e+00,1.1622048e+00,-3.0961922e-04,-3.2652281e-04,-3.0961922e-04,1.1621988e+00,-3.2365463e-04,-3.2652281e-04,-3.2365463e-04,1.1621740e+00,1.1621925e+00
4.0000000e+02,1.1246578e+01,1.2702471e+00,-3.3937656e-04,-3.5709051e-04,-3.3937656e-04,1.2702406e+00,-3.5395504e-04,-3.5709051e-04,-3.5395504e-04,1.2702152e+00,1.2702343e+00
4.0000000e+02,1.3894955e+01,1.3774897e+00,-3.6898465e-04,-3.8741433e-04,-3.6898465e-04,1.3774828e+00,-3.8402321e-04,-3.8741433e-04,-3.8402321e-04,1.3774567e+00,1.3774764e+00
