# Temperature : 500
mfp,kcumu,kspec
3.820075e+01,1.804580e+00,0.000000e+00
3.949562e+01,1.804580e+00,0.000000e+00
4.083439e+01,1.811543e+00,6.963550e-03
4.221853e+01,1.814749e+00,3.206256e-03
4.364960e+01,1.814749e+00,0.000000e+00
4.512917e+01,1.840610e+00,2.586058e-02
4.665889e+01,1.840610e+00,0.000000e+00
4.824046e+01,1.840610e+00,0.000000e+00
4.987565e+01,1.840610e+00,0.000000e+00
5.156626e+01,1.840610e+00,0.000000e+00
5.331418e+01,1.840610e+00,0.000000e+00
5.512134e+01,1.840610e+00,0.000000e+00
5.698977e+01,1.840610e+00,0.000000e+00
5.892152e+01,1.862569e+00,2.195889e-02
6.091876e+01,1.862569e+00,0.000000e+00
6.298369e+01,1.868149e+00,5.580211e-03
6.511862e+01,1.885753e+00,1.760399e-02
6.732592e+01,1.885753e+00,0.000000e+00
6.960803e+01,1.885753e+00,0.000000e+00
7.196750e+01,1.885753e+00,0.000000e+00
7.440695e+01,1.907756e+00,2.200252e-02
7.692909e+01,1.907756e+00,0.000000e+00
7.953672e+01,1.907756e+00,0.000000e+00
8.223274e+01,1.907756e+00,0.000000e+00
8.502014e+01,1.907756e+00,0.000000e+00
8.790203e+01,1.907756e+00,0.000000e+00
9.088161e+01,1.907756e+00,0.000000e+00
9.396218e+01,1.907756e+00,0.000000e+00
9.714717e+01,1.907756e+00,0.000000e+00
1.004401e+02,1.907756e+00,0.000000e+00
1.038447e+02,1.907756e+00,0.000000e+00
1.073647e+02,1.907756e+00,0.000000e+00
1.110040e+02,1.907756e+00,0.000000e+00
1.147666e+02,1.907756e+00,0.000000e+00
1.186568e+02,1.907756e+00,0.000000e+00
1.226789e+02,1.907756e+00,0.000000e+00
1.268372e+02,1.907756e+00,0.000000e+00
1.311366e+02,1.907756e+00,0.000000e+00
1.355817e+02,1.962413e+00,5.465748e-02
1.401774e+02,1.962413e+00,0.000000e+00
1.449289e+02,1.962413e+00,0.000000e+00
1.498415e+02,1.962413e+00,0.000000e+00
1.549206e+02,1.962413e+00,0.000000e+00
1.601719e+02,1.962413e+00,0.000000e+00
1.656012e+02,1.994827e+00,3.241415e-02
1.712145e+02,1.994827e+00,0.000000e+00
1.770181e+02,1.994827e+00,0.000000e+00
1.830184e+02,1.994827e+00,0.000000e+00
1.892221e+02,1.994827e+00,0.000000e+00
1.956360e+02,1.994827e+00,0.000000e+00
2.022674e+02,1.994827e+00,0.000000e+00
2.091236e+02,1.994827e+00,0.000000e+00
2.162121e+02,1.994827e+00,0.000000e+00
2.235410e+02,1.994827e+00,0.000000e+00
2.311183e+02,1.994827e+00,0.000000e+00
2.389524e+02,1.994827e+00,0.000000e+00
2.470520e+02,1.994827e+00,0.000000e+00
2.554262e+02,1.994827e+00,0.000000e+00
2.640843e+02,1.994827e+00,0.000000e+00
2.730358e+02,1.994827e+00,0.000000e+00
2.822908e+02,1.994827e+00,0.000000e+00
2.918595e+02,1.994827e+00,0.000000e+00
3.017525e+02,1.994827e+00,0.000000e+00
3.119809e+02,1.994827e+00,0.000000e+00
3.225559e+02,1.994827e+00,0.000000e+00
3.334895e+02,1.994827e+00,0.000000e+00
3.447936e+02,2.067539e+00,7.271202e-02
3.564809e+02,2.165936e+00,9.839690e-02
3.685644e+02,2.165936e+00,0.000000e+00
3.810574e+02,2.165936e+00,0.000000e+00
3.939740e+02,2.165936e+00,0.000000e+00
4.073283e+02,2.165936e+00,0.000000e+00
4.211353e+02,2.165936e+00,0.000000e+00
4.354104e+02,2.165936e+00,0.000000e+00
4.501693e+02,2.165936e+00,0.000000e+00
4.654285e+02,2.165936e+00,0.000000e+00
4.812049e+02,2.165936e+00,0.000000e+00
4.975160e+02,2.165936e+00,0.000000e+00
5.143801e+02,2.165936e+00,0.000000e+00
5.318158e+02,2.165936e+00,0.000000e+00
5.498425e+02,2.165936e+00,0.000000e+00
5.684803e+02,2.165936e+00,0.000000e+00
5.877498e+02,2.165936e+00,0.000000e+00
6.076725e+02,2.165936e+00,0.000000e+00
6.282705e+02,2.229809e+00,6.387331e-02
6.495667e+02,2.229809e+00,0.000000e+00
6.715847e+02,2.229809e+00,0.000000e+00
6.943491e+02,2.229809e+00,0.000000e+00
7.178852e+02,2.305127e+00,7.531727e-02
7.422190e+02,2.305127e+00,0.000000e+00
